0,Nome,0,Empresa,Departamento,0.00
31892,Laith Y. Gonzalez,67,Sibelius,Asset Management,8402.00
31894,Orlando H. Gibson,45,Chami,Accounting,9572.00
31897,Evangeline C. Hyde,39,Lycos,Customer Service,4956.00
31900,Leroy B. Fischer,28,Google,Research and Development,1950.00
31905,Lyle Q. Curtis,42,Macromedia,Public Relations,5508.00
31906,Priscilla H. Cline,52,Lavasoft,Asset Management,8785.00
31912,Chaney Z. Chase,70,Finale,Customer Service,3996.00
31916,Dean M. Gould,35,Yahoo,Payroll,3221.00
31917,Noble C. Baxter,29,Lavasoft,Payroll,5748.00
31924,Abel D. Bentley,40,Microsoft,Media Relations,8248.00
31927,Murphy P. Howell,44,Finale,Finances,1334.00
31928,Colt Q. Curtis,48,Google,Human Resources,1524.00
31939,Nora D. Foley,46,Lavasoft,Public Relations,5759.00
31952,Audrey G. Gibbs,51,Adobe,Accounting,6974.00
31968,Curran I. Justice,60,Lavasoft,Customer Relations,3304.00
31985,Sybil U. Figueroa,54,Sibelius,Quality Assurance,6038.00
31999,Axel V. Sharp,40,Borland,Finances,4991.00
32001,Timon F. Bradshaw,64,Yahoo,Payroll,8254.00
32015,Phoebe M. Mckee,18,Lavasoft,Finances,7292.00
32018,Price X. Chapman,25,Lavasoft,Public Relations,4387.00
32019,Kiona M. Brock,19,Adobe,Quality Assurance,9298.00
32025,Dalton U. Stone,34,Borland,Research and Development,4936.00
32031,Shad S. Pitts,68,Microsoft,Tech Support,2333.00
32049,Bruno C. Hurley,42,Microsoft,Finances,5262.00
32052,Yolanda V. Reese,34,Lycos,Sales and Marketing,9828.00
32053,Kyla T. Gordon,31,Microsoft,Research and Development,1297.00
32061,Minerva Y. Stark,56,Macromedia,Tech Support,8291.00
32068,Kessie A. Kidd,61,Macromedia,Human Resources,8423.00
32069,Ella A. Conway,33,Lycos,Advertising,6918.00
32071,Gannon Q. Martin,21,Yahoo,Tech Support,9415.00
32076,Vielka F. Parsons,42,Lycos,Customer Service,1166.00
32091,Lacey T. Carroll,46,Borland,Public Relations,2740.00
32114,Randall M. Gamble,58,Adobe,Asset Management,1285.00
32115,Athena R. Robinson,28,Microsoft,Finances,3069.00
32126,Kuame X. Stokes,68,Chami,Customer Relations,5197.00
32133,Pamela S. Rojas,19,Macromedia,Sales and Marketing,2395.00
32134,Holmes A. Garrett,54,Altavista,Advertising,3162.00
32143,Rebekah F. Calderon,48,Borland,Media Relations,6340.00
32144,Alfreda E. Nielsen,19,Microsoft,Customer Relations,4789.00
32160,Naomi O. Bowers,66,Macromedia,Accounting,4650.00
32168,Jana T. Bentley,59,Cakewalk,Tech Support,8244.00
32177,Paki C. Hines,26,Altavista,Customer Relations,8667.00
32179,Kaye K. Fry,25,Cakewalk,Quality Assurance,6714.00
32180,Wyatt H. Sparks,25,Adobe,Public Relations,2408.00
32188,Flynn M. Sherman,70,Lycos,Finances,3040.00
32189,Lilah R. York,52,Apple Systems,Accounting,7930.00
32199,Jemima P. Valdez,53,Cakewalk,Customer Relations,6466.00
32212,Cherokee D. Wood,56,Microsoft,Tech Support,7775.00
32218,Brianna F. Hood,42,Adobe,Human Resources,7025.00
32223,Audrey T. Hess,38,Macromedia,Tech Support,8682.00
32224,Lewis N. Maddox,20,Google,Tech Support,6140.00
32225,Dieter W. Lara,38,Lavasoft,Legal Department,1231.00
32239,Dante U. Hayden,39,Finale,Payroll,9215.00
32251,Jonas L. Randolph,36,Sibelius,Media Relations,7721.00
32255,Nehru G. Small,62,Borland,Advertising,6941.00
32271,Galena P. Daniel,62,Lycos,Media Relations,5283.00
32274,Sydnee H. Brennan,22,Google,Tech Support,7957.00
32279,Jessamine R. Bowers,26,Lycos,Quality Assurance,2080.00
32293,Keaton B. Vance,60,Google,Human Resources,9494.00
32302,Kadeem M. Pitts,44,Apple Systems,Advertising,8999.00
32303,Lillith X. Acevedo,64,Lavasoft,Asset Management,1593.00
32304,Brock U. Woodward,63,Cakewalk,Legal Department,8237.00
32314,Timon V. Duran,40,Microsoft,Public Relations,4298.00
32325,Neville H. Madden,34,Google,Public Relations,9848.00
32343,Cassandra K. Garrett,60,Sibelius,Advertising,2613.00
32344,Dante N. Butler,50,Finale,Sales and Marketing,9631.00
32351,Jakeem R. Nieves,38,Finale,Research and Development,1890.00
32353,Britanni L. Lane,25,Borland,Legal Department,4218.00
32371,Gil Q. Hicks,18,Chami,Research and Development,4069.00
32383,August V. Duffy,43,Macromedia,Advertising,1631.00
32391,Henry B. Torres,50,Adobe,Payroll,4696.00
32397,Joel H. Deleon,33,Altavista,Asset Management,6232.00
32403,Robert Y. Aguilar,54,Yahoo,Sales and Marketing,2948.00
32409,Gage A. Boyer,52,Sibelius,Public Relations,1048.00
32429,Bell D. Mendez,63,Cakewalk,Media Relations,7446.00
32450,Genevieve R. Berg,65,Lavasoft,Public Relations,3899.00
32451,Felicia Y. Solomon,53,Chami,Research and Development,4769.00
32454,Otto V. Richards,40,Altavista,Research and Development,6758.00
32456,Xander E. Meadows,69,Altavista,Asset Management,9417.00
32457,Hadley C. Parsons,18,Finale,Research and Development,2755.00
32465,Kirestin X. Mercado,25,Macromedia,Research and Development,4383.00
32474,Ann K. Blankenship,69,Cakewalk,Media Relations,3845.00
32476,Fuller P. Gregory,58,Finale,Tech Support,7231.00
32481,Darryl M. Cooke,19,Lavasoft,Media Relations,8393.00
32490,Aimee P. Clemons,70,Cakewalk,Legal Department,2061.00
32491,Anastasia K. Sparks,47,Borland,Advertising,9661.00
32497,Denton X. Cohen,69,Borland,Accounting,5772.00
32499,Julian Q. Luna,62,Adobe,Sales and Marketing,2365.00
32500,Arsenio L. Mann,65,Macromedia,Accounting,6849.00
32506,Shoshana J. Vazquez,25,Google,Sales and Marketing,1336.00
32510,Rae R. Reynolds,19,Yahoo,Tech Support,1665.00
32513,Harriet O. Rosales,20,Lycos,Accounting,6744.00
32522,Shannon S. Jarvis,61,Finale,Customer Service,9651.00
32524,Dalton P. Luna,22,Macromedia,Media Relations,3817.00
32525,Tallulah E. Becker,38,Sibelius,Quality Assurance,2709.00
32533,Hu R. Jarvis,18,Finale,Research and Development,7667.00
32534,Justina F. Padilla,60,Altavista,Media Relations,2418.00
32540,Henry J. Farley,30,Sibelius,Customer Service,2336.00
32541,Cruz Z. Wright,38,Macromedia,Customer Service,9164.00
32552,Chadwick D. Carey,32,Altavista,Public Relations,9760.00
32567,Leo M. Moran,34,Apple Systems,Asset Management,3735.00
32569,Zelda V. Lara,37,Macromedia,Media Relations,7320.00
32572,Hasad L. Blackwell,20,Google,Sales and Marketing,9225.00
32574,Joseph W. Mccall,18,Lycos,Media Relations,2151.00
32577,Jin T. Erickson,61,Lavasoft,Accounting,3655.00
32578,Sade G. Patrick,32,Sibelius,Sales and Marketing,4171.00
32583,Michael Z. Burgess,52,Microsoft,Tech Support,7375.00
32585,Nyssa Z. Miranda,61,Microsoft,Finances,7859.00
32587,Larissa F. Kidd,23,Lavasoft,Payroll,8474.00
32599,Dylan M. Hebert,57,Yahoo,Advertising,4279.00
32618,Genevieve V. Erickson,68,Lavasoft,Accounting,9599.00
32624,Sophia A. Medina,40,Finale,Customer Service,9611.00
32625,Ralph Z. Garrison,30,Cakewalk,Quality Assurance,1199.00
32636,Jackson K. Oneil,32,Cakewalk,Tech Support,4077.00
32638,Idola B. Day,20,Yahoo,Accounting,1426.00
32645,Rhoda L. Russo,27,Google,Media Relations,8084.00
32660,Rooney A. Cash,43,Adobe,Accounting,5141.00
32669,Hall G. Patton,60,Lavasoft,Public Relations,9807.00
32680,Kelly C. Sellers,59,Lavasoft,Quality Assurance,5582.00
32687,Jeanette S. Hart,63,Finale,Media Relations,8047.00
32689,Aspen X. Michael,54,Apple Systems,Payroll,4362.00
32690,Demetria V. Ball,41,Yahoo,Human Resources,5429.00
32693,Whilemina H. Herman,63,Cakewalk,Quality Assurance,9953.00
32712,Jada E. Good,68,Microsoft,Research and Development,1983.00
32717,Ruby Y. Hobbs,57,Finale,Research and Development,6628.00
32718,Emerson Q. Rosales,44,Macromedia,Human Resources,6187.00
32721,Carlos M. Hernandez,69,Borland,Quality Assurance,2989.00
32723,Blaze J. Barnes,39,Lavasoft,Research and Development,5845.00
32725,Alisa Y. Patrick,64,Microsoft,Customer Service,2235.00
32742,Caryn D. Mejia,31,Microsoft,Legal Department,6025.00
32745,Lee P. Holcomb,23,Altavista,Public Relations,8035.00
32755,Lucy K. Bird,32,Macromedia,Legal Department,7456.00
32756,Lysandra R. Moss,69,Altavista,Public Relations,9785.00
32758,Damian F. Norman,32,Lavasoft,Sales and Marketing,5262.00
32759,Emerson Z. Short,44,Cakewalk,Customer Relations,5880.00
32760,Kelsie G. Ayala,24,Google,Legal Department,6799.00
32765,Rosalyn A. Pruitt,68,Lycos,Sales and Marketing,4681.00
32772,Kareem A. Mcneil,43,Lavasoft,Public Relations,9257.00
32783,Sonia A. Holder,42,Lavasoft,Payroll,8699.00
32795,Madaline U. Young,19,Sibelius,Accounting,9272.00
32802,Harding Q. Stewart,66,Sibelius,Payroll,9292.00
32803,Benjamin S. Lamb,32,Apple Systems,Customer Service,3582.00
32805,Ulric S. Walton,63,Chami,Finances,2042.00
32806,Hadassah J. Salazar,49,Chami,Human Resources,3080.00
32818,Molly F. Delaney,31,Adobe,Public Relations,9592.00
32823,Susan T. Caldwell,61,Google,Customer Relations,1516.00
32824,Judah P. Mitchell,43,Lavasoft,Public Relations,4040.00
32830,Belle Y. Barker,53,Google,Finances,6521.00
32833,Kyra T. Gentry,55,Cakewalk,Research and Development,5742.00
32837,Penelope K. Roberts,34,Macromedia,Asset Management,3553.00
32839,Linda W. Thomas,68,Cakewalk,Media Relations,4799.00
32845,Brenda F. Hopkins,27,Lavasoft,Finances,1855.00
32852,Blaze D. Frost,19,Altavista,Public Relations,7334.00
32854,Cheryl T. Ellison,58,Cakewalk,Asset Management,5494.00
32874,Allistair C. Howe,42,Lavasoft,Customer Relations,6760.00
32883,Solomon T. Mercado,34,Cakewalk,Tech Support,3979.00
32889,Oscar B. Yates,59,Google,Finances,1891.00
32896,Devin J. Talley,35,Chami,Quality Assurance,7596.00
32901,Quyn A. Kirby,34,Apple Systems,Customer Relations,7055.00
32907,Raven R. Stephenson,70,Finale,Customer Relations,8853.00
32911,Vance K. Bernard,27,Borland,Human Resources,3280.00
32918,Minerva M. Estrada,47,Yahoo,Legal Department,1784.00
32924,Merritt V. Carney,62,Altavista,Legal Department,6833.00
32925,Rajah I. Lynch,38,Apple Systems,Payroll,8088.00
32929,Whitney T. Blackwell,21,Altavista,Media Relations,3223.00
32935,Abraham K. Ryan,25,Lycos,Legal Department,2409.00
32959,Summer U. Walters,32,Sibelius,Human Resources,2069.00
32970,Stella T. Tran,44,Macromedia,Quality Assurance,5293.00
32977,Emma B. Mayer,65,Apple Systems,Advertising,3829.00
32984,Jenette W. Dickson,70,Google,Quality Assurance,9576.00
32986,Brenda T. Bentley,54,Microsoft,Accounting,4614.00
32989,Mohammad E. Edwards,51,Finale,Finances,4190.00
33004,Alexandra Q. Diaz,68,Macromedia,Legal Department,5397.00
33006,Angela L. Vazquez,26,Yahoo,Public Relations,8619.00
33007,Martina E. Murphy,56,Google,Customer Service,6318.00
33012,Arthur Q. Beard,25,Lavasoft,Public Relations,5603.00
33013,Paul N. Barnett,50,Adobe,Quality Assurance,3576.00
33015,Hunter A. Holden,19,Google,Research and Development,7094.00
33018,Amelia Q. Hernandez,43,Lycos,Customer Service,4472.00
33019,Oren J. Edwards,18,Adobe,Customer Relations,8607.00
33020,Serina N. Potts,19,Apple Systems,Payroll,9127.00
33024,Aline Z. Martinez,37,Adobe,Payroll,9875.00
33038,Xanthus T. Riddle,21,Lycos,Human Resources,9556.00
33039,Raymond I. Davidson,50,Lycos,Human Resources,2166.00
33048,Nash M. Bonner,54,Apple Systems,Research and Development,2685.00
33057,Timothy R. Wynn,25,Microsoft,Customer Service,2582.00
33065,Simone Z. Stafford,37,Lavasoft,Finances,9897.00
33077,Amity B. Maldonado,39,Google,Sales and Marketing,4863.00
33084,Autumn H. Gilmore,30,Apple Systems,Advertising,9788.00
33085,Brian O. Harrington,20,Sibelius,Payroll,1235.00
33086,Lionel M. Rosario,21,Borland,Customer Service,7098.00
33090,Clinton H. Farley,70,Lavasoft,Tech Support,5246.00
33093,Dara N. Whitney,58,Sibelius,Customer Relations,6549.00
33095,Wade B. Greer,28,Macromedia,Payroll,9272.00
33098,Adena M. Montoya,56,Google,Research and Development,9250.00
33109,Roary O. Foley,41,Macromedia,Finances,4054.00
33121,Norman O. Rojas,43,Chami,Media Relations,4067.00
33123,Mannix B. Mcleod,33,Borland,Accounting,8080.00
33124,Lillith M. Barlow,62,Microsoft,Customer Relations,9691.00
33135,Indigo M. Garza,53,Microsoft,Finances,1145.00
33141,Grace S. Vinson,31,Apple Systems,Customer Relations,7488.00
33142,Quentin G. Compton,60,Chami,Finances,2309.00
33146,Odysseus M. Fitzgerald,59,Sibelius,Advertising,9714.00
33148,Veda X. Rocha,64,Borland,Asset Management,9117.00
33151,Ralph N. Travis,45,Borland,Payroll,3961.00
33158,Leonard Q. Bradford,56,Lavasoft,Asset Management,8251.00
33159,Branden M. Wilkerson,29,Apple Systems,Legal Department,3704.00
33161,Kermit A. Simpson,43,Yahoo,Sales and Marketing,9671.00
33162,Yeo N. Roberts,28,Google,Human Resources,2912.00
33163,Michael Y. Guerrero,24,Yahoo,Human Resources,1149.00
33169,Grady N. Bradford,56,Finale,Public Relations,6276.00
33177,Josephine F. Ryan,60,Borland,Finances,8316.00
33182,Kennan P. Franco,35,Microsoft,Asset Management,9405.00
33199,Fuller Z. Maynard,64,Apple Systems,Customer Relations,2760.00
33211,Darius N. Bernard,19,Finale,Research and Development,4128.00
33219,Kasimir V. Dyer,43,Sibelius,Quality Assurance,5103.00
33236,Price G. Langley,23,Apple Systems,Advertising,8184.00
33237,Prescott Q. Mendoza,31,Sibelius,Finances,4078.00
33243,Fulton M. Gill,20,Macromedia,Legal Department,6175.00
33257,Taylor U. Shepherd,39,Lavasoft,Advertising,2519.00
33274,Angelica P. Whitfield,61,Microsoft,Public Relations,4446.00
33275,Wylie E. Case,38,Google,Tech Support,2719.00
33277,Oscar Z. Leach,30,Lycos,Finances,5383.00
33285,Brittany O. Faulkner,32,Borland,Accounting,3641.00
33291,Eden M. Trevino,47,Google,Legal Department,7343.00
33294,Gray D. Freeman,36,Apple Systems,Quality Assurance,9970.00
33295,Mari O. Webb,70,Microsoft,Quality Assurance,6276.00
33306,Naomi C. Rice,58,Chami,Customer Service,7546.00
33314,Ross Y. Bernard,42,Yahoo,Media Relations,3326.00
33317,Vera C. Dejesus,28,Microsoft,Accounting,6947.00
33318,Nathan F. Ballard,40,Yahoo,Research and Development,8575.00
33326,Xander H. Goff,24,Google,Human Resources,8839.00
33340,Alvin O. Oneal,20,Cakewalk,Finances,2588.00
33341,Gisela V. Walker,69,Microsoft,Sales and Marketing,8103.00
33346,Orli F. Lindsay,18,Google,Legal Department,1117.00
33352,Yuli N. Perry,23,Lavasoft,Research and Development,1185.00
33354,Madonna L. Pate,27,Microsoft,Media Relations,3426.00
33356,Zachary Q. Peters,53,Apple Systems,Sales and Marketing,4073.00
33367,Halee N. Hammond,22,Cakewalk,Tech Support,6749.00
33386,Chastity I. Pearson,29,Microsoft,Human Resources,6618.00
33391,Haviva H. Grant,48,Cakewalk,Customer Service,5021.00
33395,Aphrodite A. Raymond,28,Lycos,Tech Support,7956.00
33401,Donovan A. Ware,32,Apple Systems,Customer Relations,4908.00
33409,Lane A. Brady,47,Microsoft,Quality Assurance,2407.00
33410,Peter J. Hampton,66,Cakewalk,Sales and Marketing,9206.00
33414,Ralph A. Mcfarland,56,Lycos,Finances,6345.00
33415,Brendan T. Ashley,19,Macromedia,Payroll,6774.00
33429,Lenore J. Spence,29,Finale,Research and Development,8697.00
33440,Nina P. Soto,67,Chami,Legal Department,6109.00
33449,Blair J. Holman,41,Cakewalk,Public Relations,6599.00
33456,Jayme L. Valdez,57,Borland,Legal Department,8722.00
33467,Zephania D. Newman,26,Finale,Asset Management,1468.00
33473,Kristen N. Thompson,44,Finale,Quality Assurance,9573.00
33474,Garth V. Burke,54,Altavista,Public Relations,8593.00
33488,Alden E. Gardner,29,Adobe,Payroll,4652.00
33490,Theodore U. Tyson,53,Borland,Customer Service,4236.00
33492,Avram G. Myers,61,Apple Systems,Asset Management,8294.00
33498,Quin J. Hanson,24,Yahoo,Quality Assurance,8392.00
33515,Brooke R. Wise,65,Lavasoft,Asset Management,4217.00
33523,Harper F. Mcclure,55,Chami,Human Resources,6891.00
33527,Eve P. Benton,40,Cakewalk,Media Relations,8716.00
33530,Emily D. Mcleod,19,Lavasoft,Sales and Marketing,8012.00
33535,Cynthia J. Wall,30,Lycos,Sales and Marketing,3975.00
33540,Anne N. West,26,Macromedia,Tech Support,6607.00
33543,Laith V. Hines,56,Cakewalk,Customer Service,1006.00
33551,Cherokee M. Blevins,20,Yahoo,Public Relations,7685.00
33554,Halla S. Morrow,58,Sibelius,Human Resources,5632.00
33557,Rebekah K. Bright,64,Lycos,Advertising,9024.00
33561,Sheila X. Fox,39,Altavista,Payroll,6873.00
33573,Nayda O. Johns,30,Borland,Sales and Marketing,3361.00
33581,Brooke R. Peterson,20,Lycos,Media Relations,1627.00
33583,Denise T. Watts,54,Sibelius,Quality Assurance,5475.00
33595,Taylor A. Blanchard,56,Microsoft,Media Relations,5458.00
33601,Regan W. Guerrero,53,Microsoft,Human Resources,2191.00
33607,Anastasia X. Vance,60,Apple Systems,Human Resources,9589.00
33611,Mary R. Alston,23,Adobe,Quality Assurance,6401.00
33615,Slade C. Pollard,35,Lavasoft,Quality Assurance,1061.00
33619,Adara R. Randolph,41,Finale,Customer Relations,6931.00
33622,Justine X. Hartman,66,Sibelius,Customer Service,8491.00
33623,Carl K. Howard,37,Sibelius,Human Resources,5340.00
33634,Iliana D. Macias,61,Chami,Human Resources,6031.00
33638,Sebastian K. Mcleod,51,Microsoft,Media Relations,5386.00
33651,Branden U. Beach,42,Sibelius,Payroll,6830.00
33656,Merritt D. Morrison,31,Adobe,Media Relations,4163.00
33660,Anastasia C. Pierce,26,Microsoft,Accounting,1724.00
33665,Abigail E. Haynes,35,Altavista,Research and Development,8549.00
33673,Walter B. Barlow,58,Lavasoft,Advertising,3314.00
33680,Pandora S. Barber,46,Microsoft,Media Relations,8565.00
33681,Noel A. Bryant,57,Lycos,Human Resources,6706.00
33692,Magee W. Payne,63,Chami,Payroll,9479.00
33710,Tobias V. Pace,66,Finale,Public Relations,4099.00
33712,Byron O. Ewing,68,Adobe,Legal Department,9410.00
33714,Audrey O. Simmons,38,Sibelius,Quality Assurance,1615.00
33715,Benjamin N. Ryan,18,Google,Asset Management,4445.00
33720,Charde X. Fisher,36,Finale,Research and Development,6949.00
33724,Winter K. Robles,69,Finale,Payroll,7366.00
33725,Brian Z. Noel,50,Yahoo,Finances,9142.00
33727,Susan F. Mayer,25,Apple Systems,Sales and Marketing,3431.00
33730,Bradley G. Evans,60,Finale,Accounting,5493.00
33742,Dale Z. Alvarado,61,Altavista,Payroll,9905.00
33754,Abraham B. Pittman,18,Adobe,Sales and Marketing,8936.00
33758,Ralph T. Short,62,Chami,Media Relations,8622.00
33770,Allistair U. Burton,66,Lycos,Sales and Marketing,5075.00
33773,Dacey G. Gordon,20,Finale,Public Relations,9462.00
33777,Minerva D. Crosby,70,Yahoo,Tech Support,8872.00
33778,Stephen G. Moran,19,Lavasoft,Payroll,5628.00
33780,Brennan N. Gibbs,35,Borland,Research and Development,2631.00
33783,Forrest P. Michael,61,Cakewalk,Accounting,8704.00
33790,Prescott R. Phelps,22,Lavasoft,Human Resources,6506.00
33801,Ian L. Blankenship,68,Borland,Human Resources,8208.00
33806,Carl X. Munoz,65,Adobe,Sales and Marketing,2524.00
33815,Mallory Q. Langley,67,Lycos,Customer Service,1908.00
33816,Ian H. Adams,48,Chami,Sales and Marketing,2409.00
33821,Sydney M. Dyer,27,Finale,Sales and Marketing,9211.00
33822,Jessica U. Mccormick,27,Yahoo,Tech Support,4109.00
33831,Allen H. Mcpherson,47,Chami,Payroll,4999.00
33843,Skyler X. Mueller,27,Yahoo,Public Relations,1817.00
33844,Logan X. Hines,20,Lycos,Finances,9860.00
33845,Tashya V. Blackburn,64,Microsoft,Asset Management,3080.00
33848,Kirby D. Atkinson,19,Cakewalk,Asset Management,5650.00
33850,Hiram E. Quinn,59,Lycos,Customer Service,7550.00
33859,Ignatius D. Powell,23,Sibelius,Customer Relations,7576.00
33860,Keegan T. Gonzales,69,Sibelius,Accounting,8914.00
33863,Gwendolyn H. Stewart,50,Lycos,Public Relations,3753.00
33871,Hamilton Z. Flowers,48,Google,Accounting,5354.00
33877,Otto H. Goff,21,Finale,Customer Service,5066.00
33878,Quon F. Merritt,50,Altavista,Finances,8399.00
33880,Vladimir Z. Holman,28,Borland,Customer Relations,1779.00
